card_key_a,card_key_b,mean_abs_diff,similarity_score,difficulty_tier
major_16_tower,major_06_lovers,2.667,3,Easy
major_16_tower,major_07_chariot,1.667,2,Medium
major_16_tower,major_08_strength,2.5,3,Easy
major_16_tower,major_09_hermit,3.833,3,Easy
major_16_tower,major_10_wheel_of_fortune,1.667,2,Medium
major_16_tower,major_11_justice,2.833,3,Easy
major_16_tower,major_12_hanged_man,2.333,3,Easy
major_16_tower,major_13_death,1.333,1,Hard
major_16_tower,major_14_temperance,3.167,3,Easy
major_16_tower,major_15_devil,2.5,3,Easy
major_16_tower,major_17_star,2.833,3,Easy
major_16_tower,major_18_moon,2.333,3,Easy
major_16_tower,major_19_sun,3.667,3,Easy
major_16_tower,major_20_judgment,1.667,2,Medium
major_16_tower,major_21_world,3.5,3,Easy
major_16_tower,minor_wands_ace,1.167,1,Hard
major_16_tower,minor_wands_02,2.0,3,Easy
major_16_tower,minor_wands_03,2.167,3,Easy
major_16_tower,minor_wands_04,3.167,3,Easy
major_16_tower,minor_wands_05,1.833,2,Medium
major_16_tower,minor_wands_06,3.333,3,Easy
major_16_tower,minor_wands_07,1.5,2,Medium
major_16_tower,minor_wands_08,2.0,3,Easy
major_16_tower,minor_wands_09,2.333,3,Easy
major_16_tower,minor_wands_10,1.833,2,Medium
major_16_tower,minor_wands_page,1.5,2,Medium
major_16_tower,minor_wands_knight,1.0,1,Hard
major_16_tower,minor_wands_queen,2.833,3,Easy
major_16_tower,minor_wands_king,3.333,3,Easy
major_16_tower,minor_cups_ace,3.0,3,Easy
major_16_tower,minor_cups_02,3.0,3,Easy
major_16_tower,minor_cups_03,3.333,3,Easy
major_16_tower,minor_cups_04,2.833,3,Easy
major_16_tower,minor_cups_05,1.667,2,Medium
major_16_tower,minor_cups_06,3.0,3,Easy
major_16_tower,minor_cups_07,2.5,3,Easy
major_16_tower,minor_cups_08,1.5,2,Medium
major_16_tower,minor_cups_09,3.333,3,Easy
major_16_tower,minor_cups_10,3.833,3,Easy
major_16_tower,minor_cups_page,2.667,3,Easy
major_16_tower,minor_cups_knight,1.667,2,Medium
major_16_tower,minor_cups_queen,3.167,3,Easy
major_16_tower,minor_cups_king,3.5,3,Easy
major_16_tower,minor_swords_ace,2.667,3,Easy
major_16_tower,minor_swords_02,3.167,3,Easy
major_16_tower,minor_swords_03,1.5,2,Medium
major_16_tower,minor_swords_04,3.167,3,Easy
major_16_tower,minor_swords_05,1.167,1,Hard
major_16_tower,minor_swords_06,2.167,3,Easy
major_16_tower,minor_swords_07,2.167,3,Easy
major_16_tower,minor_swords_08,2.333,3,Easy
major_16_tower,minor_swords_09,2.0,3,Easy
major_16_tower,minor_swords_10,1.667,2,Medium
major_16_tower,minor_swords_page,2.333,3,Easy
major_16_tower,minor_swords_knight,1.833,2,Medium
major_16_tower,minor_swords_queen,2.667,3,Easy
major_16_tower,minor_swords_king,2.5,3,Easy
major_16_tower,minor_pentacles_ace,2.167,3,Easy
major_16_tower,minor_pentacles_02,1.833,2,Medium
major_16_tower,minor_pentacles_03,2.833,3,Easy
major_16_tower,minor_pentacles_04,3.0,3,Easy
major_16_tower,minor_pentacles_05,1.0,1,Hard
major_16_tower,minor_pentacles_06,2.5,3,Easy
major_16_tower,minor_pentacles_07,2.833,3,Easy
major_16_tower,minor_pentacles_08,2.833,3,Easy
major_16_tower,minor_pentacles_09,3.333,3,Easy
major_16_tower,minor_pentacles_10,3.333,3,Easy
major_16_tower,minor_pentacles_page,2.333,3,Easy
major_16_tower,minor_pentacles_knight,2.667,3,Easy
major_16_tower,minor_pentacles_queen,2.833,3,Easy
major_16_tower,minor_pentacles_king,3.167,3,Easy
major_17_star,major_00_fool,1.833,2,Medium
major_17_star,major_01_magician,1.5,2,Medium
major_17_star,major_02_high_priestess,1.667,2,Medium
major_17_star,major_03_empress,1.0,1,Hard
major_17_star,major_04_emperor,2.0,3,Easy
major_17_star,major_05_hierophant,1.0,1,Hard
major_17_star,major_06_lovers,1.5,2,Medium
major_17_star,major_07_chariot,2.5,3,Easy
major_17_star,major_08_strength,1.0,1,Hard
major_17_star,major_09_hermit,2.0,3,Easy
major_17_star,major_10_wheel_of_fortune,1.167,1,Hard
major_17_star,major_11_justice,1.0,1,Hard
major_17_star,major_12_hanged_man,2.5,3,Easy
major_17_star,major_13_death,2.167,3,Easy
major_17_star,major_14_temperance,0.667,1,Hard
major_17_star,major_15_devil,1.0,1,Hard
major_17_star,major_16_tower,2.833,3,Easy
major_17_star,major_18_moon,2.5,3,Easy
major_17_star,major_19_sun,1.5,2,Medium
major_17_star,major_20_judgment,1.5,2,Medium
major_17_star,major_21_world,1.0,1,Hard
major_17_star,minor_wands_ace,1.667,2,Medium
major_17_star,minor_wands_02,1.5,2,Medium
major_17_star,minor_wands_03,1.333,1,Hard
major_17_star,minor_wands_04,1.0,1,Hard
major_17_star,minor_wands_05,1.667,2,Medium
major_17_star,minor_wands_06,1.167,1,Hard
major_17_star,minor_wands_07,2.0,3,Easy
major_17_star,minor_wands_08,1.167,1,Hard
major_17_star,minor_wands_09,1.5,2,Medium
major_17_star,minor_wands_10,2.0,3,Easy
major_17_star,minor_wands_page,1.333,1,Hard
major_17_star,minor_wands_knight,1.833,2,Medium
major_17_star,minor_wands_queen,1.0,1,Hard
major_17_star,minor_wands_king,1.5,2,Medium
major_17_star,minor_cups_ace,0.5,1,Hard
major_17_star,minor_cups_02,0.833,1,Hard
major_17_star,minor_cups_03,0.833,1,Hard
major_17_star,minor_cups_04,2.0,3,Easy
major_17_star,minor_cups_05,1.833,2,Medium
major_17_star,minor_cups_06,0.833,1,Hard
major_17_star,minor_cups_07,1.333,1,Hard
major_17_star,minor_cups_08,2.0,3,Easy
major_17_star,minor_cups_09,0.833,1,Hard
major_17_star,minor_cups_10,1.0,1,Hard
major_17_star,minor_cups_page,0.833,1,Hard
major_17_star,minor_cups_knight,1.5,2,Medium
major_17_star,minor_cups_queen,1.0,1,Hard
major_17_star,minor_cups_king,1.0,1,Hard
major_17_star,minor_swords_ace,1.5,2,Medium
major_17_star,minor_swords_02,2.0,3,Easy
major_17_star,minor_swords_03,2.0,3,Easy
major_17_star,minor_swords_04,1.333,1,Hard
major_17_star,minor_swords_05,2.333,3,Easy
major_17_star,minor_swords_06,1.333,1,Hard
major_17_star,minor_swords_07,2.0,3,Easy
major_17_star,minor_swords_08,2.5,3,Easy
major_17_star,minor_swords_09,2.5,3,Easy
major_17_star,minor_swords_10,2.167,3,Easy
major_17_star,minor_swords_page,1.5,2,Medium
major_17_star,minor_swords_knight,1.667,2,Medium
major_17_star,minor_swords_queen,1.167,1,Hard
major_17_star,minor_swords_king,1.333,1,Hard
major_17_star,minor_pentacles_ace,1.0,1,Hard
major_17_star,minor_pentacles_02,1.667,2,Medium
major_17_star,minor_pentacles_03,1.333,1,Hard
major_17_star,minor_pentacles_04,1.5,2,Medium
major_17_star,minor_pentacles_05,2.167,3,Easy
major_17_star,minor_pentacles_06,1.0,1,Hard
major_17_star,minor_pentacles_07,1.0,1,Hard
major_17_star,minor_pentacles_08,1.667,2,Medium
major_17_star,minor_pentacles_09,1.167,1,Hard
major_17_star,minor_pentacles_10,0.833,1,Hard
major_17_star,minor_pentacles_page,1.167,1,Hard
major_17_star,minor_pentacles_knight,1.5,2,Medium
major_17_star,minor_pentacles_queen,0.667,1,Hard
major_17_star,minor_pentacles_king,0.667,1,Hard
major_18_moon,major_00_fool,2.333,3,Easy
major_18_moon,major_01_magician,3.667,3,Easy
major_18_moon,major_02_high_priestess,1.167,1,Hard
major_18_moon,major_03_empress,3.5,3,Easy
major_18_moon,major_04_emperor,3.167,3,Easy
major_18_moon,major_05_hierophant,2.167,3,Easy
major_18_moon,major_06_lovers,2.333,3,Easy
major_18_moon,major_07_chariot,2.667,3,Easy
major_18_moon,major_08_strength,2.5,3,Easy
major_18_moon,major_09_hermit,1.5,2,Medium
major_18_moon,major_10_wheel_of_fortune,1.333,1,Hard
major_18_moon,major_11_justice,2.833,3,Easy
major_18_moon,major_12_hanged_man,0.667,1,Hard
major_18_moon,major_13_death,1.0,1,Hard
major_18_moon,major_14_temperance,2.167,3,Easy
major_18_moon,major_15_devil,1.833,2,Medium
major_18_moon,major_16_tower,2.333,3,Easy
major_18_moon,major_17_star,2.5,3,Easy
major_18_moon,major_19_sun,4.0,3,Easy
major_18_moon,major_20_judgment,1.667,2,Medium
major_18_moon,major_21_world,3.167,3,Easy
major_18_moon,minor_wands_ace,2.167,3,Easy
major_18_moon,minor_wands_02,2.667,3,Easy
major_18_moon,minor_wands_03,2.833,3,Easy
major_18_moon,minor_wands_04,3.5,3,Easy
major_18_moon,minor_wands_05,2.167,3,Easy
major_18_moon,minor_wands_06,3.667,3,Easy
major_18_moon,minor_wands_07,2.167,3,Easy
major_18_moon,minor_wands_08,2.333,3,Easy
major_18_moon,minor_wands_09,1.333,1,Hard
major_18_moon,minor_wands_10,2.167,3,Easy
major_18_moon,minor_wands_page,2.167,3,Easy
major_18_moon,minor_wands_knight,2.0,3,Easy
major_18_moon,minor_wands_queen,3.167,3,Easy
major_18_moon,minor_wands_king,3.667,3,Easy
major_18_moon,minor_cups_ace,2.667,3,Easy
major_18_moon,minor_cups_02,3.0,3,Easy
major_18_moon,minor_cups_03,3.333,3,Easy
major_18_moon,minor_cups_04,0.833,1,Hard
major_18_moon,minor_cups_05,1.333,1,Hard
major_18_moon,minor_cups_06,2.0,3,Easy
major_18_moon,minor_cups_07,1.167,1,Hard
major_18_moon,minor_cups_08,1.167,1,Hard
major_18_moon,minor_cups_09,2.667,3,Easy
major_18_moon,minor_cups_10,3.167,3,Easy
major_18_moon,minor_cups_page,2.333,3,Easy
major_18_moon,minor_cups_knight,2.0,3,Easy
major_18_moon,minor_cups_queen,2.167,3,Easy
major_18_moon,minor_cups_king,2.5,3,Easy
major_18_moon,minor_swords_ace,2.667,3,Easy
major_18_moon,minor_swords_02,1.167,1,Hard
major_18_moon,minor_swords_03,1.5,2,Medium
major_18_moon,minor_swords_04,1.5,2,Medium
major_18_moon,minor_swords_05,2.167,3,Easy
major_18_moon,minor_swords_06,2.167,3,Easy
major_18_moon,minor_swords_07,1.833,2,Medium
major_18_moon,minor_swords_08,0.333,1,Hard
major_18_moon,minor_swords_09,0.667,1,Hard
major_18_moon,minor_swords_10,0.667,1,Hard
major_18_moon,minor_swords_page,2.667,3,Easy
major_18_moon,minor_swords_knight,2.5,3,Easy
major_18_moon,minor_swords_queen,2.333,3,Easy
major_18_moon,minor_swords_king,2.833,3,Easy
major_18_moon,minor_pentacles_ace,2.5,3,Easy
major_18_moon,minor_pentacles_02,2.167,3,Easy
major_18_moon,minor_pentacles_03,3.5,3,Easy
major_18_moon,minor_pentacles_04,2.667,3,Easy
major_18_moon,minor_pentacles_05,1.667,2,Medium
major_18_moon,minor_pentacles_06,2.5,3,Easy
major_18_moon,minor_pentacles_07,1.833,2,Medium
major_18_moon,minor_pentacles_08,2.5,3,Easy
major_18_moon,minor_pentacles_09,2.333,3,Easy
major_18_moon,minor_pentacles_10,3.333,3,Easy
major_18_moon,minor_pentacles_page,2.0,3,Easy
major_18_moon,minor_pentacles_knight,2.333,3,Easy
major_18_moon,minor_pentacles_queen,2.833,3,Easy
major_18_moon,minor_pentacles_king,3.167,3,Easy
major_19_sun,major_00_fool,2.667,3,Easy
major_19_sun,major_01_magician,1.333,1,Hard
major_19_sun,major_02_high_priestess,3.167,3,Easy
major_19_sun,major_03_empress,0.833,1,Hard
major_19_sun,major_04_emperor,1.833,2,Medium
major_19_sun,major_05_hierophant,1.833,2,Medium
major_19_sun,major_06_lovers,2.0,3,Easy
major_19_sun,major_07_chariot,2.333,3,Easy
major_19_sun,major_08_strength,1.5,2,Medium
major_19_sun,major_09_hermit,2.833,3,Easy
major_19_sun,major_10_wheel_of_fortune,2.667,3,Easy
major_19_sun,major_11_justice,1.5,2,Medium
major_19_sun,major_12_hanged_man,4.0,3,Easy
major_19_sun,major_13_death,3.333,3,Easy
major_19_sun,major_14_temperance,1.833,2,Medium
major_19_sun,major_15_devil,2.5,3,Easy
major_19_sun,major_16_tower,3.667,3,Easy
major_19_sun,major_17_star,1.5,2,Medium
major_19_sun,major_18_moon,4.0,3,Easy
major_19_sun,major_20_judgment,2.333,3,Easy
major_19_sun,major_21_world,0.833,1,Hard
major_19_sun,minor_wands_ace,2.5,3,Easy
major_19_sun,minor_wands_02,1.667,2,Medium
major_19_sun,minor_wands_03,1.5,2,Medium
major_19_sun,minor_wands_04,0.5,1,Hard
major_19_sun,minor_wands_05,2.167,3,Easy
major_19_sun,minor_wands_06,0.667,1,Hard
major_19_sun,minor_wands_07,2.167,3,Easy
major_19_sun,minor_wands_08,2.0,3,Easy
major_19_sun,minor_wands_09,2.667,3,Easy
major_19_sun,minor_wands_10,2.167,3,Easy
major_19_sun,minor_wands_page,2.167,3,Easy
major_19_sun,minor_wands_knight,2.667,3,Easy
major_19_sun,minor_wands_queen,1.167,1,Hard
major_19_sun,minor_wands_king,0.667,1,Hard
major_19_sun,minor_cups_ace,1.333,1,Hard
major_19_sun,minor_cups_02,1.333,1,Hard
major_19_sun,minor_cups_03,1.0,1,Hard
major_19_sun,minor_cups_04,3.167,3,Easy
major_19_sun,minor_cups_05,3.333,3,Easy
major_19_sun,minor_cups_06,2.0,3,Easy
major_19_sun,minor_cups_07,2.833,3,Easy
major_19_sun,minor_cups_08,2.833,3,Easy
major_19_sun,minor_cups_09,1.333,1,Hard
major_19_sun,minor_cups_10,0.833,1,Hard
major_19_sun,minor_cups_page,1.667,2,Medium
major_19_sun,minor_cups_knight,2.0,3,Easy
major_19_sun,minor_cups_queen,2.167,3,Easy
major_19_sun,minor_cups_king,1.5,2,Medium
major_19_sun,minor_swords_ace,1.667,2,Medium
major_19_sun,minor_swords_02,2.833,3,Easy
major_19_sun,minor_swords_03,3.167,3,Easy
major_19_sun,minor_swords_04,2.5,3,Easy
major_19_sun,minor_swords_05,2.5,3,Easy
major_19_sun,minor_swords_06,1.833,2,Medium
major_19_sun,minor_swords_07,2.167,3,Easy
major_19_sun,minor_swords_08,4.0,3,Easy
major_19_sun,minor_swords_09,4.0,3,Easy
major_19_sun,minor_swords_10,3.667,3,Easy
major_19_sun,minor_swords_page,1.667,2,Medium
major_19_sun,minor_swords_knight,1.833,2,Medium
major_19_sun,minor_swords_queen,1.667,2,Medium
major_19_sun,minor_swords_king,1.5,2,Medium
major_19_sun,minor_pentacles_ace,1.5,2,Medium
major_19_sun,minor_pentacles_02,1.833,2,Medium
major_19_sun,minor_pentacles_03,0.833,1,Hard
major_19_sun,minor_pentacles_04,2.0,3,Easy
major_19_sun,minor_pentacles_05,3.333,3,Easy
major_19_sun,minor_pentacles_06,1.5,2,Medium
major_19_sun,minor_pentacles_07,2.167,3,Easy
major_19_sun,minor_pentacles_08,1.833,2,Medium
major_19_sun,minor_pentacles_09,1.667,2,Medium
major_19_sun,minor_pentacles_10,0.667,1,Hard
major_19_sun,minor_pentacles_page,2.0,3,Easy
major_19_sun,minor_pentacles_knight,2.0,3,Easy
major_19_sun,minor_pentacles_queen,1.167,1,Hard
major_19_sun,minor_pentacles_king,0.833,1,Hard
major_20_judgment,major_00_fool,1.333,1,Hard
major_20_judgment,major_01_magician,2.0,3,Easy
major_20_judgment,major_02_high_priestess,2.167,3,Easy
major_20_judgment,major_03_empress,1.833,2,Medium
major_20_judgment,major_04_emperor,1.5,2,Medium
major_20_judgment,major_05_hierophant,1.5,2,Medium
major_20_judgment,major_06_lovers,1.667,2,Medium
major_20_judgment,major_07_chariot,1.333,1,Hard
major_20_judgment,major_08_strength,0.833,1,Hard
major_20_judgment,major_09_hermit,2.167,3,Easy
major_20_judgment,major_10_wheel_of_fortune,1.0,1,Hard
major_20_judgment,major_11_justice,1.5,2,Medium
major_20_judgment,major_12_hanged_man,1.667,2,Medium
major_20_judgment,major_13_death,1.0,1,Hard
major_20_judgment,major_14_temperance,1.5,2,Medium
major_20_judgment,major_15_devil,1.5,2,Medium
major_20_judgment,major_16_tower,1.667,2,Medium
major_20_judgment,major_17_star,1.5,2,Medium
major_20_judgment,major_18_moon,1.667,2,Medium
major_20_judgment,major_19_sun,2.333,3,Easy
major_20_judgment,major_21_world,2.167,3,Easy
major_20_judgment,minor_wands_ace,1.167,1,Hard
major_20_judgment,minor_wands_02,1.0,1,Hard
major_20_judgment,minor_wands_03,1.167,1,Hard
major_20_judgment,minor_wands_04,1.833,2,Medium
major_20_judgment,minor_wands_05,0.833,1,Hard
major_20_judgment,minor_wands_06,2.0,3,Easy
major_20_judgment,minor_wands_07,0.833,1,Hard
major_20_judgment,minor_wands_08,0.667,1,Hard
major_20_judgment,minor_wands_09,1.0,1,Hard
major_20_judgment,minor_wands_10,0.833,1,Hard
major_20_judgment,minor_wands_page,0.833,1,Hard
major_20_judgment,minor_wands_knight,1.0,1,Hard
major_20_judgment,minor_wands_queen,1.5,2,Medium
major_20_judgment,minor_wands_king,2.0,3,Easy
major_20_judgment,minor_cups_ace,1.333,1,Hard
major_20_judgment,minor_cups_02,1.667,2,Medium
major_20_judgment,minor_cups_03,2.0,3,Easy
major_20_judgment,minor_cups_04,1.5,2,Medium
major_20_judgment,minor_cups_05,1.0,1,Hard
major_20_judgment,minor_cups_06,1.333,1,Hard
major_20_judgment,minor_cups_07,0.833,1,Hard
major_20_judgment,minor_cups_08,0.5,1,Hard
major_20_judgment,minor_cups_09,1.667,2,Medium
major_20_judgment,minor_cups_10,2.167,3,Easy
major_20_judgment,minor_cups_page,1.0,1,Hard
major_20_judgment,minor_cups_knight,1.0,1,Hard
major_20_judgment,minor_cups_queen,1.5,2,Medium
major_20_judgment,minor_cups_king,1.833,2,Medium
major_20_judgment,minor_swords_ace,1.0,1,Hard
major_20_judgment,minor_swords_02,1.5,2,Medium
major_20_judgment,minor_swords_03,0.833,1,Hard
major_20_judgment,minor_swords_04,1.5,2,Medium
major_20_judgment,minor_swords_05,1.167,1,Hard
major_20_judgment,minor_swords_06,0.5,1,Hard
major_20_judgment,minor_swords_07,0.5,1,Hard
major_20_judgment,minor_swords_08,1.667,2,Medium
major_20_judgment,minor_swords_09,1.667,2,Medium
major_20_judgment,minor_swords_10,1.333,1,Hard
major_20_judgment,minor_swords_page,1.0,1,Hard
major_20_judgment,minor_swords_knight,0.833,1,Hard
major_20_judgment,minor_swords_queen,1.0,1,Hard
major_20_judgment,minor_swords_king,1.167,1,Hard
major_20_judgment,minor_pentacles_ace,0.833,1,Hard
major_20_judgment,minor_pentacles_02,0.833,1,Hard
major_20_judgment,minor_pentacles_03,1.833,2,Medium
major_20_judgment,minor_pentacles_04,1.667,2,Medium
major_20_judgment,minor_pentacles_05,1.0,1,Hard
major_20_judgment,minor_pentacles_06,1.167,1,Hard
major_20_judgment,minor_pentacles_07,1.167,1,Hard
major_20_judgment,minor_pentacles_08,1.167,1,Hard
major_20_judgment,minor_pentacles_09,1.667,2,Medium
major_20_judgment,minor_pentacles_10,2.0,3,Easy
major_20_judgment,minor_pentacles_page,0.667,1,Hard
major_20_judgment,minor_pentacles_knight,1.333,1,Hard
major_20_judgment,minor_pentacles_queen,1.5,2,Medium
major_20_judgment,minor_pentacles_king,1.833,2,Medium
major_21_world,major_00_fool,2.5,3,Easy
major_21_world,major_01_magician,1.833,2,Medium
major_21_world,major_02_high_priestess,2.333,3,Easy
major_21_world,major_03_empress,1.333,1,Hard
major_21_world,major_04_emperor,2.0,3,Easy
major_21_world,major_05_hierophant,1.333,1,Hard
major_21_world,major_06_lovers,1.833,2,Medium
major_21_world,major_07_chariot,2.5,3,Easy
major_21_world,major_08_strength,1.667,2,Medium
major_21_world,major_09_hermit,2.0,3,Easy
major_21_world,major_10_wheel_of_fortune,1.833,2,Medium
major_21_world,major_11_justice,1.333,1,Hard
major_21_world,major_12_hanged_man,3.167,3,Easy
major_21_world,major_13_death,2.833,3,Easy
major_21_world,major_14_temperance,1.0,1,Hard
major_21_world,major_15_devil,2.0,3,Easy
major_21_world,major_16_tower,3.5,3,Easy
major_21_world,major_17_star,1.0,1,Hard
major_21_world,major_18_moon,3.167,3,Easy
major_21_world,major_19_sun,0.833,1,Hard
major_21_world,major_20_judgment,2.167,3,Easy
major_21_world,minor_wands_ace,2.333,3,Easy
major_21_world,minor_wands_02,1.5,2,Medium
major_21_world,minor_wands_03,1.333,1,Hard
major_21_world,minor_wands_04,1.0,1,Hard
major_21_world,minor_wands_05,2.333,3,Easy
major_21_world,minor_wands_06,1.167,1,Hard
major_21_world,minor_wands_07,2.0,3,Easy
major_21_world,minor_wands_08,1.833,2,Medium
major_21_world,minor_wands_09,1.833,2,Medium
major_21_world,minor_wands_10,2.0,3,Easy
major_21_world,minor_wands_page,2.0,3,Easy
major_21_world,minor_wands_knight,2.5,3,Easy
major_21_world,minor_wands_queen,1.333,1,Hard
major_21_world,minor_wands_king,1.5,2,Medium
major_21_world,minor_cups_ace,1.5,2,Medium
major_21_world,minor_cups_02,1.5,2,Medium
major_21_world,minor_cups_03,1.5,2,Medium
major_21_world,minor_cups_04,2.333,3,Easy
major_21_world,minor_cups_05,2.5,3,Easy
major_21_world,minor_cups_06,1.167,1,Hard
major_21_world,minor_cups_07,2.0,3,Easy
major_21_world,minor_cups_08,2.667,3,Easy
major_21_world,minor_cups_09,0.5,1,Hard
major_21_world,minor_cups_10,0.667,1,Hard
major_21_world,minor_cups_page,1.833,2,Medium
major_21_world,minor_cups_knight,2.5,3,Easy
major_21_world,minor_cups_queen,2.0,3,Easy
major_21_world,minor_cups_king,1.333,1,Hard
major_21_world,minor_swords_ace,1.5,2,Medium
major_21_world,minor_swords_02,2.0,3,Easy
major_21_world,minor_swords_03,2.667,3,Easy
major_21_world,minor_swords_04,1.667,2,Medium
major_21_world,minor_swords_05,2.333,3,Easy
major_21_world,minor_swords_06,1.667,2,Medium
major_21_world,minor_swords_07,2.0,3,Easy
major_21_world,minor_swords_08,3.167,3,Easy
major_21_world,minor_swords_09,3.167,3,Easy
major_21_world,minor_swords_10,2.833,3,Easy
major_21_world,minor_swords_page,1.5,2,Medium
major_21_world,minor_swords_knight,1.667,2,Medium
major_21_world,minor_swords_queen,1.167,1,Hard
major_21_world,minor_swords_king,1.333,1,Hard
major_21_world,minor_pentacles_ace,1.333,1,Hard
major_21_world,minor_pentacles_02,1.667,2,Medium
major_21_world,minor_pentacles_03,1.667,2,Medium
major_21_world,minor_pentacles_04,1.167,1,Hard
major_21_world,minor_pentacles_05,2.833,3,Easy
major_21_world,minor_pentacles_06,1.667,2,Medium
major_21_world,minor_pentacles_07,1.333,1,Hard
major_21_world,minor_pentacles_08,1.667,2,Medium
major_21_world,minor_pentacles_09,0.833,1,Hard
major_21_world,minor_pentacles_10,0.5,1,Hard
major_21_world,minor_pentacles_page,1.5,2,Medium
major_21_world,minor_pentacles_knight,1.5,2,Medium
major_21_world,minor_pentacles_queen,1.333,1,Hard
major_21_world,minor_pentacles_king,0.667,1,Hard
minor_wands_ace,major_00_fool,0.833,1,Hard
minor_wands_ace,major_01_magician,1.833,2,Medium
minor_wands_ace,major_02_high_priestess,2.667,3,Easy
minor_wands_ace,major_03_empress,2.0,3,Easy
minor_wands_ace,major_04_emperor,1.667,2,Medium
minor_wands_ace,major_05_hierophant,2.333,3,Easy
minor_wands_ace,major_06_lovers,2.167,3,Easy
minor_wands_ace,major_07_chariot,1.5,2,Medium
minor_wands_ace,major_08_strength,1.667,2,Medium
minor_wands_ace,major_09_hermit,3.0,3,Easy
minor_wands_ace,major_10_wheel_of_fortune,0.833,1,Hard
minor_wands_ace,major_11_justice,2.0,3,Easy
minor_wands_ace,major_12_hanged_man,2.5,3,Easy
minor_wands_ace,major_13_death,1.5,2,Medium
minor_wands_ace,major_14_temperance,2.0,3,Easy
minor_wands_ace,major_15_devil,2.333,3,Easy
minor_wands_ace,major_16_tower,1.167,1,Hard
minor_wands_ace,major_17_star,1.667,2,Medium
minor_wands_ace,major_18_moon,2.167,3,Easy
minor_wands_ace,major_19_sun,2.5,3,Easy
minor_wands_ace,major_20_judgment,1.167,1,Hard
minor_wands_ace,major_21_world,2.333,3,Easy
minor_wands_ace,minor_wands_02,1.167,1,Hard
minor_wands_ace,minor_wands_03,1.0,1,Hard
minor_wands_ace,minor_wands_04,2.0,3,Easy
minor_wands_ace,minor_wands_05,1.667,2,Medium
minor_wands_ace,minor_wands_06,2.167,3,Easy
minor_wands_ace,minor_wands_07,1.333,1,Hard
minor_wands_ace,minor_wands_08,0.833,1,Hard
minor_wands_ace,minor_wands_09,2.167,3,Easy
minor_wands_ace,minor_wands_10,1.667,2,Medium
minor_wands_ace,minor_wands_page,0.333,1,Hard
minor_wands_ace,minor_wands_knight,0.167,1,Hard
minor_wands_ace,minor_wands_queen,1.667,2,Medium
minor_wands_ace,minor_wands_king,2.167,3,Easy
minor_wands_ace,minor_cups_ace,1.833,2,Medium
minor_wands_ace,minor_cups_02,1.833,2,Medium
minor_wands_ace,minor_cups_03,2.167,3,Easy
minor_wands_ace,minor_cups_04,2.667,3,Easy
minor_wands_ace,minor_cups_05,2.167,3,Easy
minor_wands_ace,minor_cups_06,1.833,2,Medium
minor_wands_ace,minor_cups_07,1.667,2,Medium
minor_wands_ace,minor_cups_08,1.333,1,Hard
minor_wands_ace,minor_cups_09,2.167,3,Easy
minor_wands_ace,minor_cups_10,2.667,3,Easy
minor_wands_ace,minor_cups_page,1.5,2,Medium
minor_wands_ace,minor_cups_knight,0.833,1,Hard
minor_wands_ace,minor_cups_queen,2.0,3,Easy
minor_wands_ace,minor_cups_king,2.333,3,Easy
minor_wands_ace,minor_swords_ace,1.5,2,Medium
minor_wands_ace,minor_swords_02,2.667,3,Easy
minor_wands_ace,minor_swords_03,2.0,3,Easy
minor_wands_ace,minor_swords_04,2.333,3,Easy
minor_wands_ace,minor_swords_05,1.667,2,Medium
minor_wands_ace,minor_swords_06,1.333,1,Hard
minor_wands_ace,minor_swords_07,1.667,2,Medium
minor_wands_ace,minor_swords_08,2.5,3,Easy
minor_wands_ace,minor_swords_09,2.5,3,Easy
minor_wands_ace,minor_swords_10,1.833,2,Medium
minor_wands_ace,minor_swords_page,1.167,1,Hard
minor_wands_ace,minor_swords_knight,1.0,1,Hard
minor_wands_ace,minor_swords_queen,1.833,2,Medium
minor_wands_ace,minor_swords_king,1.667,2,Medium
minor_wands_ace,minor_pentacles_ace,1.0,1,Hard
minor_wands_ace,minor_pentacles_02,1.333,1,Hard
minor_wands_ace,minor_pentacles_03,1.667,2,Medium
minor_wands_ace,minor_pentacles_04,2.5,3,Easy
minor_wands_ace,minor_pentacles_05,1.833,2,Medium
minor_wands_ace,minor_pentacles_06,1.667,2,Medium
minor_wands_ace,minor_pentacles_07,2.0,3,Easy
minor_wands_ace,minor_pentacles_08,2.0,3,Easy
minor_wands_ace,minor_pentacles_09,2.5,3,Easy
minor_wands_ace,minor_pentacles_10,2.167,3,Easy
minor_wands_ace,minor_pentacles_page,1.5,2,Medium
minor_wands_ace,minor_pentacles_knight,2.167,3,Easy
minor_wands_ace,minor_pentacles_queen,1.667,2,Medium
minor_wands_ace,minor_pentacles_king,2.0,3,Easy
minor_wands_02,major_00_fool,1.667,2,Medium
minor_wands_02,major_01_magician,1.0,1,Hard
minor_wands_02,major_02_high_priestess,2.833,3,Easy
minor_wands_02,major_03_empress,1.833,2,Medium
minor_wands_02,major_04_emperor,0.5,1,Hard
minor_wands_02,major_05_hierophant,1.5,2,Medium
minor_wands_02,major_06_lovers,1.333,1,Hard
minor_wands_02,major_07_chariot,1.0,1,Hard
minor_wands_02,major_08_strength,0.833,1,Hard
minor_wands_02,major_09_hermit,2.167,3,Easy
minor_wands_02,major_10_wheel_of_fortune,1.333,1,Hard
